,unique.cellid,cellosaurus.name,Cellosaurus.Accession.id,PharmacoDB.id,cello_NCItd_1,cello_diseaseType,cello_NCItd_2,cello_diseaseType_2,cello_NCItd_3,cello_diseaseType_3,onco_name,onco_mainType,onco_tissue
1535,SUM52PE,SUM52PE,CVCL_3425,SUM52PE_1513_2019,C4872,Breast carcinoma,NA,NA,NA,NA,Breast,"Breast Cancer, NOS",Breast
1536,SUP-B15,SUP-B15,CVCL_0103,SUPB15_1518_2019,C9140,Childhood B acute lymphoblastic leukemia,NA,NA,NA,NA,B-Lymphoblastic Leukemia/Lymphoma (BLL),B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1537,SUP-B8,SUP-B8,CVCL_1713,SUPB8_1519_2019,C8644,B acute lymphoblastic leukemia,NA,NA,NA,NA,"B-Lymphoblastic Leukemia/Lymphoma, NOS (BLLNOS)",B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1538,SUP-HD1,SUP-HD1,CVCL_2208,SUPHD1_1520_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
1539,SUP-M2,SUP-M2,CVCL_2209,SUPM2_1521_2019,C3720,Anaplastic large cell lymphoma,NA,NA,NA,NA,Anaplastic Large Cell Lymphoma,Mature T and NK Neoplasms,Lymphoid
1540,SUP-T1,SUP-T1,CVCL_1714,SUPT1_1522_2019,C7210,Childhood T lymphoblastic lymphoma,NA,NA,NA,NA,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1541,SUP-T11,SUP-T11,CVCL_2210,SUPT11_1523_2019,C9142,Adult T acute lymphoblastic leukemia,NA,NA,NA,NA,T-Lymphoblastic Leukemia/Lymphoma (TLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1542,SW1088,SW1088,CVCL_1715,SW1088_1527_2019,C60781,Astrocytoma,NA,NA,NA,NA,Astrocytoma,Glioma,CNS/Brain
1543,SW1116,SW1116,CVCL_0544,SW1116_1528_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1544,SW1271,SW1271,CVCL_1716,SW1271_1524_2019,C4917,Small cell lung carcinoma,NA,NA,NA,NA,Small Cell Lung Cancer,Small Cell Lung Cancer,Lung
1545,SW13,SW13,CVCL_0542,SW13_1529_2019,C9325,Adrenal cortex carcinoma,NA,NA,NA,NA,Adrenocortical Carcinoma,Adrenocortical Carcinoma,Adrenal Gland
1546,SW1353,SW1353,CVCL_0543,SW1353_1525_2019,C7155,Primary central chondrosarcoma,NA,NA,NA,NA,Chondrosarcoma (CHS),Bone Cancer,Bone
1547,SW1417,SW1417,CVCL_1717,SW1417_1530_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1548,SW1463,SW1463,CVCL_1718,SW1463_1531_2019,C9383,Rectal adenocarcinoma,NA,NA,NA,NA,Rectal Adenocarcinoma,Colorectal Cancer,Bowel
1549,SW156,SW156,CVCL_1719,SW156_1532_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1550,SW1573,SW1573,CVCL_1720,SW1573_1533_2019,C2923,Minimally invasive lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1551,SW1710,SW1710,CVCL_1721,SW1710_1534_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1552,SW1783,SW1783,CVCL_1722,SW1783_1535_2019,C9477,Anaplastic astrocytoma,NA,NA,NA,NA,Anaplastic Astrocytoma,Glioma,CNS/Brain
1553,SW1990,SW1990,CVCL_1723,SW1990_1536_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
1554,SW403,SW403,CVCL_0545,SW403_1537_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1555,SW48,SW48,CVCL_1724,SW48_1538_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1556,SW480,SW480,CVCL_0546,SW480_1539_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1557,SW527,SW527,CVCL_3799,SW527_1526_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1558,SW579,SW579,CVCL_3603,SW579_1540_2019,C46008,Thyroid gland squamous cell carcinoma,NA,NA,NA,NA,Thyroid,"Thyroid Cancer, NOS",Thyroid
1559,SW620,SW620,CVCL_0547,SW620_1541_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1560,SW626,SW626,CVCL_1725,SW626_1542_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1561,SW684,SW684,CVCL_1726,SW684_1543_2019,C3043,Fibrosarcoma,NA,NA,NA,NA,Fibrosarcoma,Soft Tissue Sarcoma,Soft Tissue
1562,SW756,SW756,CVCL_1727,SW756_1544_2019,C27676,Human papillomavirus-related cervical squamous cell carcinoma,NA,NA,NA,NA,Cervical Squamous Cell Carcinoma (CESC),Cervical Cancer,Cervix
1563,SW780,SW780,CVCL_1728,SW780_1545_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1564,SW837,SW837,CVCL_1729,SW837_1546_2019,C9383,Rectal adenocarcinoma,NA,NA,NA,NA,Rectal Adenocarcinoma,Colorectal Cancer,Bowel
1565,SW872,SW872,CVCL_1730,SW872_1547_2019,C3194,Liposarcoma,NA,NA,NA,NA,Liposarcoma,Soft Tissue Sarcoma,Soft Tissue
1566,SW900,SW900,CVCL_1731,SW900_1548_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1567,SW948,SW948,CVCL_0632,SW948_1549_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1568,SW954,SW954,CVCL_1732,SW954_1550_2019,C4052,Vulvar squamous cell carcinoma,NA,NA,NA,NA,Squamous Cell Carcinoma of the Vulva/Vagina (VSC),Vaginal Cancer,Vulva/Vagina
1569,SW962,SW962,CVCL_1733,SW962_1551_2019,C4866,Vulvar carcinoma,NA,NA,NA,NA,NA,Vulvar Carcinoma,Vulva/Vagina
1570,SW982,SW982,CVCL_1734,SW982_1552_2019,C4279,Biphasic synovial sarcoma,NA,NA,NA,NA,Synovial Sarcoma (SYNS),Soft Tissue Sarcoma,Soft Tissue
1571,SYO-1,SYO-1,CVCL_7146,SYO1_1553_2019,C4279,Biphasic synovial sarcoma,NA,NA,NA,NA,Synovial Sarcoma (SYNS),Soft Tissue Sarcoma,Soft Tissue
1572,T-47D,T-47D,CVCL_0553,T47D_1559_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
1573,T.T,T.T,CVCL_3174,T.T_1555_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1574,T1-73,T1-73,CVCL_3605,TI73_1594_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
1575,T24,T24,CVCL_0554,T24_1554_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1576,T3M-10,T3M-10,CVCL_8067,T3M10_1556_2019,C4450,Large cell lung carcinoma,NA,NA,NA,NA,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
1577,T3M-4,T3M-4,CVCL_4056,T3M4_1557_2019,C9120,Pancreatic ductal adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma (PAAD),Pancreatic Adenocarcinoma,Pancreas
1578,T47D-KBluc,T47D-KBluc,NA,T47D_KBluc_1560_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
1579,T84,T84,CVCL_0555,T84_1561_2019,C4349,Colon adenocarcinoma,NA,NA,NA,NA,Colon Adenocarcinoma,Colorectal Cancer,Bowel
1580,T98G,T98G,CVCL_0556,T98G_1562_2019,C3058,Glioblastoma,NA,NA,NA,NA,Glioblastoma,Glioma,CNS/Brain
1581,Takigawa,Takigawa,CVCL_3176,Takigawa_1563_2019,C4004,Gastric adenocarcinoma,NA,NA,NA,NA,Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
1582,TALL-1 [Human adult T-ALL],TALL-1 [Human adult T-ALL],CVCL_1736,TALL1_1564_2019,C9142,Adult T acute lymphoblastic leukemia,NA,NA,NA,NA,T-Lymphoblastic Leukemia/Lymphoma (TLL),T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1583,Tanoue,Tanoue,NA,NA,C9140,Childhood B acute lymphoblastic leukemia,NA,NA,NA,NA,B-Lymphoblastic Leukemia/Lymphoma (BLL),B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
1584,TASK1,TASK1,CVCL_3177,TASK1_1565_2019,C7542,Askin tumor,NA,NA,NA,NA,Ewing Sarcoma of Soft Tissue,Soft Tissue Sarcoma,Soft Tissue
1585,TC-32,TC-32,CVCL_7151,TC32_1566_2019,C3716,Primitive neuroectodermal tumor,NA,NA,NA,NA,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
1586,TC-71,TC-71,CVCL_2213,TC71_1567_2019,C4817,Ewing sarcoma,NA,NA,NA,NA,Ewing Sarcoma,Bone Cancer,Bone
1587,TC-YIK,TC-YIK,CVCL_1737,TCYIK_1568_2019,C7982,Cervical small cell carcinoma,NA,NA,NA,NA,Small Cell Carcinoma of the Cervix,Cervical Cancer,Cervix
1588,TCC-PAN2,TCC-PAN2,CVCL_3178,TCCPAN2_1569_2019,C8294,Pancreatic adenocarcinoma,NA,NA,NA,NA,Pancreatic Adenocarcinoma,Pancreatic Cancer,Pancreas
1589,TCCSUP,TCCSUP,CVCL_1738,TCCSUP_1570_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1590,TCO-1 [Human cervical carcinoma],TCO-1 [Human cervical carcinoma],NA,NA,C40187,Cervical keratinizing squamous cell carcinoma,NA,NA,NA,NA,Cervical Squamous Cell Carcinoma,Cervical Cancer,Cervix
1591,TE 125.T,TE 125.T,CVCL_1740,TE125.T_1571_2019,C3359,Rhabdomyosarcoma,NA,NA,NA,NA,Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
1592,TE 159.T,TE 159.T,CVCL_1743,TE159.T_1572_2019,C3359,Rhabdomyosarcoma,NA,NA,NA,NA,Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
1593,TE 161.T,TE 161.T,NA,NA,C2912,Burkitt lymphoma,NA,NA,NA,NA,Burkitt Lymphoma,Mature B-Cell Neoplasms,Lymphoid
1594,TE 381.T,TE 381.T,NA,NA,C3359,Rhabdomyosarcoma,NA,NA,NA,NA,Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
1595,TE 441.T,TE 441.T,CVCL_1754,TE441.T_1573_2019,C3359,Rhabdomyosarcoma,NA,NA,NA,NA,Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
1596,TE 617.T,TE 617.T,CVCL_1755,TE617.T_1574_2019,C3359,Rhabdomyosarcoma,NA,NA,NA,NA,Rhabdomyosarcoma,Soft Tissue Sarcoma,Soft Tissue
1597,TE-1,TE-1,CVCL_1759,TE1_1575_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1598,TE-10,TE-10,CVCL_1760,TE10_1576_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1599,TE-11,TE-11,CVCL_1761,TE11_1577_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1600,TE-12,TE-12,CVCL_1762,TE12_1578_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1601,TE-14,TE-14,CVCL_3336,TE14_1579_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1602,TE-15,TE-15,CVCL_1763,TE15_1580_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1603,TE-4,TE-4,CVCL_3337,TE4_1581_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1604,TE-5,TE-5,CVCL_1764,TE5_1582_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1605,TE-6,TE-6,CVCL_1765,TE6_1583_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1606,TE-8,TE-8,CVCL_1766,TE8_1584_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1607,TE-9,TE-9,CVCL_1767,TE9_1585_2019,C4024,Esophageal squamous cell carcinoma,NA,NA,NA,NA,Esophageal Squamous Cell Carcinoma,Esophagogastric Cancer,Esophagus/Stomach
1608,TEN,TEN,CVCL_E063,TEN_1586_2019,C7558,Endometrial carcinoma,NA,NA,NA,NA,Endometrial Carcinoma,Endometrial Cancer,Uterus
1609,Tera-1,Tera-1,CVCL_2776,Tera1_1587_2019,C3752,Embryonal carcinoma,NA,NA,NA,NA,Embryonal Carcinoma,Germ Cell Tumor,Ovary/Fallopian Tube
1610,TF-1,TF-1,CVCL_0559,TF1_1588_2019,C7152,Erythroleukemia,NA,NA,NA,NA,Acute Myeloid Leukemia (AML),Leukemia,Myeloid
1611,TGBC11TKB,TGBC11TKB,CVCL_1768,TGBC11TKB_1589_2019,C4911,Gastric carcinoma,NA,NA,NA,NA,Esophagus/Stomach,"Esophageal/Stomach Cancer, NOS",Esophagus/Stomach
1612,TGBC1TKB,TGBC1TKB,CVCL_1769,TGBC1TKB_1590_2019,C9167,Undifferentiated gallbladder carcinoma,NA,NA,NA,NA,Gallbladder Cancer,Gallbladder Cancer,Biliary Tract
1613,TGBC24TKB,TGBC24TKB,CVCL_1770,TGBC24TKB_1591_2019,C3844,Gallbladder carcinoma,NA,NA,NA,NA,Gallbladder Cancer,Hepatobiliary Cancer,Biliary Tract
1614,TGW,TGW,CVCL_1771,TGW_1592_2019,C4827,Adrenal gland neuroblastoma,NA,NA,NA,NA,Neuroblastoma,Peripheral Nervous System,Peripheral Nervous System
1615,THP-1,THP-1,CVCL_0006,THP1_1593_2019,C9163,Childhood acute monocytic leukemia,NA,NA,NA,NA,Acute Monoblastic/Monocytic Leukemia,Leukemia,Myeloid
1616,TIG-3 TD,NA,CVCL_V617,TIG3TD_1595_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,TK [Human B-cell lymphoma],TK [Human B-cell lymphoma],CVCL_3216,TK_1596_2019,C3457,B-cell non-Hodgkin lymphoma,NA,NA,NA,NA,Mature B-Cell Neoplasms,Mature B-Cell Neoplasms,Lymphoid
1618,TK-10,TK-10,CVCL_1773,TK10_1597_2019,C4033,Clear cell renal cell carcinoma,NA,NA,NA,NA,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
1619,TM-31,TM-31,CVCL_6735,TM31_1598_2019,C60781,Astrocytoma,C3273,Neurofibromatosis type 1,NA,NA,Astrocytoma,Glioma,CNS/Brain
1620,Tm87-16,Tm87-16,CVCL_8001,TM8716_1599_2019,C6586,Extrarenal rhabdoid tumor,NA,NA,NA,NA,NA,NA,NA
1621,TMD8,TMD8,CVCL_A442,TMD8_1600_2019,C36081,Diffuse large B-cell lymphoma activated B-cell type,NA,NA,NA,NA,Activated B-cell Type,Mature B-Cell Neoplasms,Lymphoid
1622,TMK-1,TMK-1,CVCL_4384,TMK1_1601_2019,C4004,Gastric adenocarcinoma,NA,NA,NA,NA,Stomach Adenocarcinoma,Esophagogastric Cancer,Esophagus/Stomach
1623,TO 175.T,TO 175.T,CVCL_3806,TO175.T_1602_2019,C9357,Hodgkin lymphoma,NA,NA,NA,NA,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
1624,Toledo,Toledo,CVCL_3611,Toledo_1603_2019,C8851,Diffuse large B-cell lymphoma,NA,NA,NA,NA,"Diffuse Large B-Cell Lymphoma, NOS (DLBCLNOS)",Mature B-Cell Neoplasms,Lymphoid
1625,TOV-112D,TOV-112D,CVCL_3612,TOV112D_1604_2019,C7979,Ovarian endometrioid adenocarcinoma,NA,NA,NA,NA,Endometrioid Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
1626,TOV-21G,TOV-21G,CVCL_3613,TOV21G_1605_2019,C40078,Ovarian clear cell adenocarcinoma,NA,NA,NA,NA,Clear Cell Ovarian Cancer (CCOV),Ovarian Cancer,Ovary/Fallopian Tube
1627,TT,TT,CVCL_1774,TT_1606_2019,C46099,Hereditary thyroid gland medullary carcinoma,C123329,Multiple endocrine neoplasia type 2,NA,NA,Medullary Thyroid Cancer,Thyroid Cancer,Thyroid
1628,TT2609-C02,TT2609-C02,CVCL_2218,TT2609C02_1607_2019,C8054,Thyroid gland follicular carcinoma,NA,NA,NA,NA,Follicular Thyroid Cancer,Thyroid Cancer,Thyroid
1629,TTC-709,TTC-709,CVCL_8007,TTC709_1608_2019,C6586,Extrarenal rhabdoid tumor,NA,NA,NA,NA,NA,NA,NA
1630,TUHR10TKB,TUHR10TKB,CVCL_5952,TUHR10TKB_1610_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1631,TUHR14TKB,TUHR14TKB,CVCL_5953,TUHR14TKB_1611_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1632,TUHR4TKB,TUHR4TKB,CVCL_5957,TUHR4TKB_1612_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1633,TUR,TUR,CVCL_1775,TUR_1613_2019,C8263,Adult acute monocytic leukemia,NA,NA,NA,NA,Acute Monoblastic/Monocytic Leukemia,Leukemia,Myeloid
1634,TYK-nu,TYK-nu,CVCL_1776,TYKnu_1614_2019,C105555,High grade ovarian serous adenocarcinoma,NA,NA,NA,NA,High-Grade Serous Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
1635,TYK-nu.CP-r,TYK-nu.CP-r,CVCL_3221,TYKnu.CPr_1615_2019,C105555,High grade ovarian serous adenocarcinoma,NA,NA,NA,NA,High-Grade Serous Ovarian Cancer,Ovarian Cancer,Ovary/Fallopian Tube
1636,U-118MG,U-118MG,CVCL_0633,U118MG_1616_2019,C60781,Astrocytoma,NA,NA,NA,NA,Astrocytoma,Glioma,CNS/Brain
1637,U-138MG,U-138MG,CVCL_0020,U138MG_1617_2019,C60781,Astrocytoma,NA,NA,NA,NA,Astrocytoma,Glioma,CNS/Brain
1638,U-178MG,U-178MG,CVCL_A758,U178_1618_2019,C60781,Astrocytoma,NA,NA,NA,NA,Astrocytoma,Glioma,CNS/Brain
1639,U-251MG,U-251MG,CVCL_0021,U251_1628_2019,C60781,Astrocytoma,NA,NA,NA,NA,Astrocytoma,Glioma,CNS/Brain
1640,U-2932,U-2932,CVCL_1896,U2932_1621_2019,C36081,Diffuse large B-cell lymphoma activated B-cell type,NA,NA,NA,NA,Activated B-cell Type,Mature B-Cell Neoplasms,Lymphoid
1641,U-343MGa,U-343MGa,CVCL_4773,U343_1631_2019,C3058,Glioblastoma,NA,NA,NA,NA,Glioblastoma,Glioma,CNS/Brain
1642,U-698-M,U-698-M,CVCL_0017,U698M_1622_2019,C9360,Lymphoblastic lymphoma,NA,NA,NA,NA,NA,NA,Lymphoid
1643,U-87MG ATCC,U-87MG ATCC,CVCL_0022,U87MG_1623_2019,C3058,Glioblastoma,NA,NA,NA,NA,Glioblastoma,Glioma,CNS/Brain
1644,U-937,U-937,CVCL_0007,U937_1624_2019,C8263,Adult acute monocytic leukemia,NA,NA,NA,NA,Acute Monoblastic/Monocytic Leukemia,Leukemia,Myeloid
1645,U-BLC1,U-BLC1,CVCL_2738,UBLC1_1625_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1646,U-CH1,U-CH1,CVCL_4988,UCH1_1626_2019,C129927,Sacral chordoma,NA,NA,NA,NA,Chordoma,Bone Cancer,Bone
1647,U-CH2,U-CH2,CVCL_4989,UCH2_1627_2019,C129927,Sacral chordoma,NA,NA,NA,NA,Chordoma,Bone Cancer,Bone
1648,U266B1,U266B1,NA,U266_1620_2019,C3242,Plasma cell myeloma,NA,NA,NA,NA,Plasma Cell Myeloma,Mature B-Cell Neoplasms,Lymphoid
1649,U2OS,U2OS,CVCL_0042,U2OS_1619_2019,C9145,Osteosarcoma,NA,NA,NA,NA,Osteosarcoma,Bone Cancer,Bone
1650,UACC-257,UACC-257,CVCL_1779,UACC257_1632_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
1651,UACC-3199,UACC-3199,CVCL_4042,UACC3199_1633_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
1652,UACC-62,UACC-62,CVCL_1780,UACC62_1634_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
1653,UACC-812,UACC-812,CVCL_1781,UACC812_1635_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
1654,UACC-893,UACC-893,CVCL_1782,UACC893_1636_2019,C4194,"Invasive ductal carcinoma, not otherwise specified",NA,NA,NA,NA,Breast Invasive Ductal Carcinoma,Breast Cancer,Breast
1655,UCSD-242L,UCSD-242L,CVCL_M009,UCSD242l_1637_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
1656,UD-SCC-2,UD-SCC-2,CVCL_E325,UDSCC2_1638_2019,C4043,Hypopharyngeal squamous cell carcinoma,NA,NA,NA,NA,Hypopharynx Squamous Cell Carcinoma,Head and Neck Cancer,Head and Neck
1657,UE6E7T-3,NA,CVCL_3237,UE6E7T3_1639_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,UISO-MCC-1,UISO-MCC-1,CVCL_E996,UISOMCC1_1640_2019,C9231,Merkel cell carcinoma,NA,NA,NA,NA,Merkel Cell Carcinoma,"Skin Cancer, Non-Melanoma",Skin
1659,UKE-1,UKE-1,CVCL_0104,UKE1_1641_2019,C3407,Essential thrombocythemia,NA,NA,NA,NA,Essential Thrombocythemia,Myeloproliferative Neoplasms,Myeloid
1660,UM-RC-2,UM-RC-2,CVCL_2739,UMRC2_1645_2019,C4033,Clear cell renal cell carcinoma,NA,NA,NA,NA,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
1661,UM-RC-6,UM-RC-6,CVCL_2741,UMRC6_1646_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1662,UM-UC-1,UM-UC-1,CVCL_2743,UMUC1_1642_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1663,UM-UC-3,UM-UC-3,CVCL_1783,UMUC3_1643_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1664,UMC-11,UMC-11,CVCL_1784,UMC11_1644_2019,C4038,Lung carcinoid tumor,NA,NA,NA,NA,Lung Carcinoid,Non-Small Cell Lung Cancer,Lung
1665,UO-31,UO-31,CVCL_1911,UO31_1647_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1666,UOK101,UOK101,CVCL_B076,UOK101_1648_2019,C4033,Clear cell renal cell carcinoma,NA,NA,NA,NA,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
1667,UPCI-SCC-090,UPCI-SCC-090,CVCL_1899,SCC90_1357_2019,C4648,Tongue squamous cell carcinoma,NA,NA,NA,NA,Head and Neck Squamous Cell Carcinoma (HNSC),Head and Neck Cancer,Head and Neck
1668,UT-7,UT-7,CVCL_2233,UT7_1649_2019,C7965,Adult acute megakaryoblastic leukemia,NA,NA,NA,NA,Acute Myeloid Leukemia,Leukemia,Myeloid
1669,UWB1.289,UWB1.289,CVCL_B079,UWB1.289_1650_2019,C36100,BRCA1 syndrome,C4908,Ovarian carcinoma,NA,NA,NA,NA,NA
1670,VA-ES-BJ,VA-ES-BJ,CVCL_1785,VAESBJ_1651_2019,C3714,Epithelioid sarcoma,NA,NA,NA,NA,Epithelioid Sarcoma,Soft Tissue Sarcoma,Soft Tissue
1671,VAL,VAL,CVCL_1819,VAL_1652_2019,C8851,Diffuse large B-cell lymphoma,NA,NA,NA,NA,"Diffuse Large B-Cell Lymphoma, NOS (DLBCLNOS)",Mature B-Cell Neoplasms,Lymphoid
1672,VCaP,VCaP,CVCL_2235,VCaP_1653_2019,C4863,Prostate carcinoma,NA,NA,NA,NA,Prostate,"Prostate Cancer, NOS",Prostate
1673,VL51,VL51,CVCL_3169,SLVL_1427_2019,C35425,Splenic lymphoma with circulating villous lymphocytes,NA,NA,NA,NA,"Splenic B-Cell Lymphoma/Leukemia, Unclassifiable",Mature B-Cell Neoplasms,Lymphoid
1674,VM-CUB-1,VM-CUB-1,CVCL_1786,VMCUB1_1654_2019,C4912,Bladder carcinoma,NA,NA,NA,NA,NA,NA,Bladder/Urinary Tract
1675,VMRC-LCD,VMRC-LCD,CVCL_1787,VMRCLCD_1655_2019,C3512,Lung adenocarcinoma,NA,NA,NA,NA,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
1676,VMRC-LCP,VMRC-LCP,CVCL_1788,VMRCLCP_1656_2019,C3493,Squamous cell lung carcinoma,NA,NA,NA,NA,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
1677,VMRC-MELG,VMRC-MELG,CVCL_1789,VMRCMELG_1657_2019,C3224,Melanoma,NA,NA,NA,NA,Melanoma,Melanoma,Skin
1678,VMRC-RCW,VMRC-RCW,CVCL_1790,VMRCRCW_1658_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
1679,VMRC-RCZ,VMRC-RCZ,CVCL_1791,VMRCRCZ_1659_2019,C9385,Renal cell carcinoma,NA,NA,NA,NA,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
