"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001188344","EGAN00001188344.sample.xml","EGAN00001188344.sample.xml","EGAD00001000725","636790","GENENTECH","ERS395785","EGA","SNU-475","Liver",NA,"Liver","Carcinoma Hepatocellular",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-475",NA
"EGAN00001188345","EGAN00001188345.sample.xml","EGAN00001188345.sample.xml","EGAD00001000725","636092","GENENTECH","ERS395786","EGA","SNU-484","Stomach",NA,"Stomach","Carcinoma","53","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-484",NA
"EGAN00001188346","EGAN00001188346.sample.xml","EGAN00001188346.sample.xml","EGAD00001000725","587008","GENENTECH","ERS395787","EGA","SNU-5","Stomach",NA,"Stomach","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 20% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-5",NA
"EGAN00001188347","EGAN00001188347.sample.xml","EGAN00001188347.sample.xml","EGAD00001000725","587031","GENENTECH","ERS395788","EGA","SNU-601","Stomach","Ascites","Stomach","Carcinoma","34","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-601",NA
"EGAN00001188348","EGAN00001188348.sample.xml","EGAN00001188348.sample.xml","EGAD00001000725","636146","GENENTECH","ERS395789","EGA","SNU-620","Stomach","Ascites","Stomach","Carcinoma","59","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-620",NA
"EGAN00001188349","EGAN00001188349.sample.xml","EGAN00001188349.sample.xml","EGAD00001000725","636094","GENENTECH","ERS395790","EGA","SNU-638","Stomach","Ascites","Stomach","Carcinoma","48","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-638",NA
"EGAN00001188350","EGAN00001188350.sample.xml","EGAN00001188350.sample.xml","EGAD00001000725","636095","GENENTECH","ERS395791","EGA","SNU-668","Stomach","Ascites","Stomach","Carcinoma","68","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-668",NA
"EGAN00001188351","EGAN00001188351.sample.xml","EGAN00001188351.sample.xml","EGAD00001000725","636147","GENENTECH","ERS395792","EGA","SNU-719","Stomach",NA,"Stomach","Carcinoma","53","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-719",NA
"EGAN00001188352","EGAN00001188352.sample.xml","EGAN00001188352.sample.xml","EGAD00001000725","636192","GENENTECH","ERS395793","EGA","SNU-C1","Colo-Rectal",NA,"Colon","Adenocarcinoma","71","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SNU-C1",NA
"EGAN00001188353","EGAN00001188353.sample.xml","EGAN00001188353.sample.xml","EGAD00001000725","636074","GENENTECH","ERS395794","EGA","SR","Lymphoid",NA,"Lymph Node","Lymphoma Immunoblastic Large Cell","11","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""RPMI, 20% FBS, 10% DMSO""","ERC000026","SR",NA
"EGAN00001188354","EGAN00001188354.sample.xml","EGAN00001188354.sample.xml","EGAD00001000725","587641","GENENTECH","ERS395795","EGA","SR-786","Lymphoid",NA,"Blood","Lymphoma Anaplastic Large Cell",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","SR-786",NA
"EGAN00001188355","EGAN00001188355.sample.xml","EGAN00001188355.sample.xml","EGAD00001000725","587642","GENENTECH","ERS395796","EGA","SU-DHL-1","Lymphoid",NA,"Lymph Node","Lymphoma Non-Hodgkins","10","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SU-DHL-1",NA
"EGAN00001188356","EGAN00001188356.sample.xml","EGAN00001188356.sample.xml","EGAD00001000725","587643","GENENTECH","ERS395797","EGA","SU-DHL-10","Other",NA,"Pleura","Lymphoma B-cell",NA,NA,"Male",NA,"""90% RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SU-DHL-10",NA
"EGAN00001188357","EGAN00001188357.sample.xml","EGAN00001188357.sample.xml","EGAD00001000725","587646","GENENTECH","ERS395798","EGA","SU-DHL-16","Lymphoid",NA,"Lymph Node","Lymphoma B-cell",NA,NA,"Male",NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SU-DHL-16",NA
"EGAN00001188358","EGAN00001188358.sample.xml","EGAN00001188358.sample.xml","EGAD00001000725","587649","GENENTECH","ERS395799","EGA","SU-DHL-4","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","38","Years","Male",NA,"""RPMI-1640 10% HI FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SU-DHL-4",NA
"EGAN00001188359","EGAN00001188359.sample.xml","EGAN00001188359.sample.xml","EGAD00001000725","587650","GENENTECH","ERS395800","EGA","SU-DHL-5","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","17","Years","Female",NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete Growth Media, 90%; DMSO, 10%""","ERC000026","SU-DHL-5",NA
"EGAN00001188360","EGAN00001188360.sample.xml","EGAN00001188360.sample.xml","EGAD00001000725","587653","GENENTECH","ERS395801","EGA","SU-DHL-6","Lymphoid",NA,"Lymph Node","Lymphoma",NA,NA,NA,NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""HI FBS, 90%; DMSO, 10%""","ERC000026","SU-DHL-6",NA
"EGAN00001188361","EGAN00001188361.sample.xml","EGAN00001188361.sample.xml","EGAD00001000725","587654","GENENTECH","ERS395802","EGA","SU-DHL-8","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","59","Years","Male",NA,"""RPMI-1640 20% HI FBS, 2mM Glutamine""","""RPMI-1640, 20% HI FBS, 10% DMSO""","ERC000026","SU-DHL-8",NA
"EGAN00001188362","EGAN00001188362.sample.xml","EGAN00001188362.sample.xml","EGAD00001000725","587712","GENENTECH","ERS395803","EGA","SU.86.86","Pancreas",NA,"Pancreas","Adenocarcinoma Ductal","57","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","SU.86.86",NA
"EGAN00001188363","EGAN00001188363.sample.xml","EGAN00001188363.sample.xml","EGAD00001000725","636012","GENENTECH","ERS395804","EGA","SUIT-2","Pancreas",NA,"Pancreas","Adenocarcinoma Tubular","73","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUIT-2",NA
"EGAN00001188364","EGAN00001188364.sample.xml","EGAN00001188364.sample.xml","EGAD00001000725","635993","GENENTECH","ERS395805","EGA","SUM 1315M02","Breast",NA,"Breast","Adenocarcinoma Ductal",NA,NA,NA,NA,"""Ham's F-12, 5% FBS, Insulin (5ug/ml), EGF (10ng/ml), 10mM HEPES, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUM 1315M02",NA
"EGAN00001188365","EGAN00001188365.sample.xml","EGAN00001188365.sample.xml","EGAD00001000725","635994","GENENTECH","ERS395806","EGA","SUM 149PT","Breast",NA,"Breast","Adenocarcinoma Ductal",NA,NA,"Female",NA,"""Ham's F-12, 5% FBS, Insulin (5ug/ml) and Hydrocortisone (1ug/ml), 10mM HEPES, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUM 149PT",NA
"EGAN00001188366","EGAN00001188366.sample.xml","EGAN00001188366.sample.xml","EGAD00001000725","635996","GENENTECH","ERS395807","EGA","SUM 159PT","Breast",NA,"Breast","Anaplastic Carcinoma",NA,NA,"Female",NA,"""Ham's F-12, 5% FBS, Insulin (5ug/ml) and Hydrocortisone (1ug/ml), 10mM HEPES, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUM 159PT",NA
"EGAN00001188367","EGAN00001188367.sample.xml","EGAN00001188367.sample.xml","EGAD00001000725","635995","GENENTECH","ERS395808","EGA","SUM 229PE","Breast","Pleura","Breast","Carcinoma",NA,NA,"Female",NA,"""Ham's F-12, 5% FBS, Insulin (5ug/ml) and Hydrocortisone (1ug/ml), 10mM HEPES, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUM 229PE",NA
"EGAN00001188368","EGAN00001188368.sample.xml","EGAN00001188368.sample.xml","EGAD00001000725","636186","GENENTECH","ERS395809","EGA","SUM 52PE","Breast",NA,"Breast","Carcinoma",NA,NA,NA,NA,"""Ham's F-12, 5% FBS, Insulin (5ug/ml) and Hydrocortisone (1ug/ml), 10mM HEPES, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUM 52PE",NA
"EGAN00001188369","EGAN00001188369.sample.xml","EGAN00001188369.sample.xml","EGAD00001000725","587429","GENENTECH","ERS395810","EGA","SUP-B15","Lymphoid",NA,"Blood","Leukemia Acute Lymphocytic",NA,NA,NA,NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SUP-B15",NA
"EGAN00001188370","EGAN00001188370.sample.xml","EGAN00001188370.sample.xml","EGAD00001000725","587511","GENENTECH","ERS395811","EGA","SW 1116","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW1116",NA
"EGAN00001188371","EGAN00001188371.sample.xml","EGAN00001188371.sample.xml","EGAD00001000725","636101","GENENTECH","ERS395812","EGA","SW 1417","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""90% FBS, 10% DMSO""","ERC000026","SW1417",NA
"EGAN00001188372","EGAN00001188372.sample.xml","EGAN00001188372.sample.xml","EGAD00001000725","636049","GENENTECH","ERS395813","EGA","SW 1463","Colo-Rectal",NA,"Colon","Adenocarcinoma","66","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""90% Complete Growth Media, 10% DMSO""","ERC000026","SW1463",NA
"EGAN00001188373","EGAN00001188373.sample.xml","EGAN00001188373.sample.xml","EGAD00001000725","635979","GENENTECH","ERS395814","EGA","SW 1573","Lung",NA,"Lung","Adenocarcinoma Bronchioloalveolar","44","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW1573",NA
"EGAN00001188374","EGAN00001188374.sample.xml","EGAN00001188374.sample.xml","EGAD00001000725","587713","GENENTECH","ERS395815","EGA","SW 1990","Pancreas",NA,"Pancreas","Adenocarcinoma","56","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW1990",NA
"EGAN00001188375","EGAN00001188375.sample.xml","EGAN00001188375.sample.xml","EGAD00001000725","587514","GENENTECH","ERS395816","EGA","SW 403","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW403",NA
"EGAN00001188376","EGAN00001188376.sample.xml","EGAN00001188376.sample.xml","EGAD00001000725","636050","GENENTECH","ERS395817","EGA","SW 48","Colo-Rectal",NA,"Colon","Adenocarcinoma","82","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW48",NA
"EGAN00001188377","EGAN00001188377.sample.xml","EGAN00001188377.sample.xml","EGAD00001000725","636051","GENENTECH","ERS395818","EGA","SW 480","Colo-Rectal",NA,"Colon","Adenocarcinoma","50","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","SW480",NA
"EGAN00001188378","EGAN00001188378.sample.xml","EGAN00001188378.sample.xml","EGAD00001000725","636853","GENENTECH","ERS395819","EGA","SW 527","Breast",NA,"Breast","Adenocarcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW 527",NA
"EGAN00001188379","EGAN00001188379.sample.xml","EGAN00001188379.sample.xml","EGAD00001000725","636438","GENENTECH","ERS395820","EGA","SW 620","Colo-Rectal",NA,"Colon","Adenocarcinoma","51","Years","Male","Caucasian","""Leibovitz's L-15 Medium, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW620",NA
"EGAN00001188380","EGAN00001188380.sample.xml","EGAN00001188380.sample.xml","EGAD00001000725","636055","GENENTECH","ERS395821","EGA","SW 780","Urinary Bladder",NA,"Urinary Bladder","Carcinoma Transitional Cell","80","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW780",NA
"EGAN00001188381","EGAN00001188381.sample.xml","EGAN00001188381.sample.xml","EGAD00001000725","636084","GENENTECH","ERS395822","EGA","SW 837","Colo-Rectal",NA,"Rectum","Adenocarcinoma","53","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","90% FBS; 10% DMSO","ERC000026","SW837",NA
"EGAN00001188382","EGAN00001188382.sample.xml","EGAN00001188382.sample.xml","EGAD00001000725","639178","GENENTECH","ERS395823","EGA","SW 900","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,"Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW900",NA
"EGAN00001188383","EGAN00001188383.sample.xml","EGAN00001188383.sample.xml","EGAD00001000725","587518","GENENTECH","ERS395824","EGA","SW 948","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW948",NA
"EGAN00001188384","EGAN00001188384.sample.xml","EGAN00001188384.sample.xml","EGAD00001000725","636039","GENENTECH","ERS395825","EGA","SW 982","Breast",NA,"Breast","Sarcoma Synovial","25","Years","Female","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","SW982",NA
"EGAN00001188385","EGAN00001188385.sample.xml","EGAN00001188385.sample.xml","EGAD00001000725","587479","GENENTECH","ERS395826","EGA","T-47D","Breast",NA,"Breast","Adenocarcinoma Ductal","54","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","T47D",NA
"EGAN00001188386","EGAN00001188386.sample.xml","EGAN00001188386.sample.xml","EGAD00001000725","587519","GENENTECH","ERS395827","EGA","T84","Colo-Rectal","Lung","Colon","Carcinoma",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","T84",NA
"EGAN00001188387","EGAN00001188387.sample.xml","EGAN00001188387.sample.xml","EGAD00001000725","636800","GENENTECH","ERS395828","EGA","T98G","Brain",NA,"Brain","Glioblastoma","61","Years","Male","Caucasian","""EMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","T98G",NA
"EGAN00001188388","EGAN00001188388.sample.xml","EGAN00001188388.sample.xml","EGAD00001000725","636017","GENENTECH","ERS395829","EGA","TC-71","Sarcomatiod",NA,"Bone","Sarcoma Ewings","22","Years","Male",NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TC-71",NA
"EGAN00001188389","EGAN00001188389.sample.xml","EGAN00001188389.sample.xml","EGAD00001000725","636013","GENENTECH","ERS395830","EGA","TCC-PAN2","Pancreas",NA,"Pancreas","Carcinoma","68","Years","Female","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TCC-PAN2",NA
"EGAN00001188390","EGAN00001188390.sample.xml","EGAN00001188390.sample.xml","EGAD00001000725","639186","GENENTECH","ERS395831","EGA","THP-1","Lymphoid",NA,"Blood","Leukemia Acute Myelogenic","1","Years","Male",NA,"""RPMI-1640 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","THP-1",NA
"EGAN00001188391","EGAN00001188391.sample.xml","EGAN00001188391.sample.xml","EGAD00001000725","587657","GENENTECH","ERS395832","EGA","TK","Lymphoid",NA,"Blood","Lymphoma",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","TK",NA
"EGAN00001188392","EGAN00001188392.sample.xml","EGAN00001188392.sample.xml","EGAD00001000725","636059","GENENTECH","ERS395833","EGA","TK-10","Kidney",NA,"Kidney","Carcinoma","46","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TK10",NA
"EGAN00001188393","EGAN00001188393.sample.xml","EGAN00001188393.sample.xml","EGAD00001000725","587658","GENENTECH","ERS395834","EGA","TMD8","Lymphoid",NA,"Blood","Lymphoma Diffuse Large B Cell","62","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TMD8",NA
"EGAN00001188394","EGAN00001188394.sample.xml","EGAN00001188394.sample.xml","EGAD00001000725","587659","GENENTECH","ERS395835","EGA","Toledo","Lymphoid","""Effusion, Pleural""","Lymph Node","Lymphoma B-cell",NA,NA,"Female","Caucasian","""RPMI-1640 10% HI FBS, 2mM Glutamine""","complete growth media 10% DMSO","ERC000026","Toledo",NA
"EGAN00001188395","EGAN00001188395.sample.xml","EGAN00001188395.sample.xml","EGAD00001000725","587687","GENENTECH","ERS395836","EGA","TOV-112D","Ovary",NA,"Ovary","Adenocarcinoma Endometrioid","42","Years","Female","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TOV-112D",NA
"EGAN00001188396","EGAN00001188396.sample.xml","EGAN00001188396.sample.xml","EGAD00001000725","639217","GENENTECH","ERS395837","EGA","TYK-nu","Ovary",NA,"Ovary","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TYK-nu",NA
"EGAN00001188397","EGAN00001188397.sample.xml","EGAN00001188397.sample.xml","EGAD00001000725","639216","GENENTECH","ERS395838","EGA","TYK-nu.CP-r","Ovary",NA,"Ovary","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","TYK-nu.CP-r",NA
"EGAN00001188398","EGAN00001188398.sample.xml","EGAN00001188398.sample.xml","EGAD00001000725","588263","GENENTECH","ERS395839","EGA","U-2 OS","Sarcomatiod",NA,"Bone","Osteosarcoma","15","Years","Female","Caucasian","""DMEM:F12, 10% FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","U-2-OS",NA
"EGAN00001188399","EGAN00001188399.sample.xml","EGAN00001188399.sample.xml","EGAD00001000725","587661","GENENTECH","ERS395840","EGA","U-2932","Lymphoid",NA,"Blood","Lymphoma B-cell",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","U-2932",NA
"EGAN00001188400","EGAN00001188400.sample.xml","EGAN00001188400.sample.xml","EGAD00001000725","587660","GENENTECH","ERS395841","EGA","U-698-M","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","7","Years","Male",NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""RPMI-1640, 20% HI FBS, 10% DMSO""","ERC000026","U-698-M",NA
"EGAN00001188401","EGAN00001188401.sample.xml","EGAN00001188401.sample.xml","EGAD00001000725","636015","GENENTECH","ERS395842","EGA","U-937","Lymphoid",NA,"Blood","Lymphoma Diffuse Large B Cell","37","Years","Male","Caucasian","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","U-937",NA
"EGAN00001188402","EGAN00001188402.sample.xml","EGAN00001188402.sample.xml","EGAD00001000725","635618","GENENTECH","ERS395843","EGA","U266B1","Lymphoid",NA,"Blood","Multiple Myeloma",NA,NA,NA,NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","U266B1",NA
"EGAN00001188403","EGAN00001188403.sample.xml","EGAN00001188403.sample.xml","EGAD00001000725","587746","GENENTECH","ERS395844","EGA","UACC-257","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UACC-257",NA
"EGAN00001188404","EGAN00001188404.sample.xml","EGAN00001188404.sample.xml","EGAD00001000725","587480","GENENTECH","ERS395845","EGA","UACC-812","Breast",NA,"Breast","Adenocarcinoma Ductal","43","Years","Female",NA,"""L-15, 20% FBS, 2mM L-Glutamine, 20ng/ml EGF""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UACC-812",NA
"EGAN00001188405","EGAN00001188405.sample.xml","EGAN00001188405.sample.xml","EGAD00001000725","639187","GENENTECH","ERS395846","EGA","UACC-893","Breast",NA,"Breast","Adenocarcinoma Ductal","57","Years","Female","Caucasian","""Leibovitz's L-15, 20% FBS, 2mM L-glutamine, 10ng/ml EGF""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UACC-893",NA
"EGAN00001188406","EGAN00001188406.sample.xml","EGAN00001188406.sample.xml","EGAD00001000725","636098","GENENTECH","ERS395847","EGA","UCSD-242l","Skin",NA,"Skin","Melanoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UCSD-242l",NA
"EGAN00001188407","EGAN00001188407.sample.xml","EGAN00001188407.sample.xml","EGAD00001000725","636813","GENENTECH","ERS395848","EGA","UKE-1","Lymphoid",NA,"Blood","Leukemia",NA,NA,NA,NA,"""RPMI-1640, 10% Heat Inactivated FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UKE-1",NA
"EGAN00001188408","EGAN00001188408.sample.xml","EGAN00001188408.sample.xml","EGAD00001000725","636150","GENENTECH","ERS395849","EGA","UM-UC-1","Urinary Bladder",NA,"Urinary Bladder","Carcinoma Transitional Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UM-UC-1",NA
"EGAN00001188409","EGAN00001188409.sample.xml","EGAN00001188409.sample.xml","EGAD00001000725","636151","GENENTECH","ERS395850","EGA","UM-UC-3","Urinary Bladder",NA,"Urinary Bladder","Carcinoma Transitional Cell",NA,NA,"Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UM-UC-3",NA
"EGAN00001188410","EGAN00001188410.sample.xml","EGAN00001188410.sample.xml","EGAD00001000725","636869","GENENTECH","ERS395851","EGA","UMC-11","Lung",NA,"Lung","Tumor Carcinoid",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","UMC-11",NA
