"id","Drug","Synonym"
"39446","Loratadine","BRD-K82795137-001-02-3"
"39447","Loratadine","BRD-K82795137-001-10-6"
"39448","Loratadine","Z1741979837"
"39449","Loratadine","Loratadine, British Pharmacopoeia (BP) Reference Standard"
"39450","Loratadine","Loratadine, European Pharmacopoeia (EP) Reference Standard"
"39451","Loratadine","Loratadine, United States Pharmacopeia (USP) Reference Standard"
"39452","Loratadine","Loratadine, Pharmaceutical Secondary Standard; Certified Reference Material"
"39453","Loratadine","Loratadine for system suitability, European Pharmacopoeia (EP) Reference Standard"
"39454","Loratadine","1-Piperidenecarboxylic acid,6-duhydro-11H-benzo [5,6]cyclohepta[1,2-b]-pyridin-11-ylidene)-, ethyl ester"
"39455","Loratadine","1-Piperidinecarboxylic acid,4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-, ethyl ester"
"39456","Loratadine","11-[N-(ethoxycarbonyl)-4-piperidylidene]-8-chloro-6,11-dihydro-5H-benzo-[5,6]cyclohepta[1,2-b]pyridine"
"39457","Loratadine","4-(8-Chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester"
"39458","Loratadine","4-(8-Chloro-5,6-dihydro-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)-piperidine-1-carboxylic acid ethyl ester"
"39459","Loratadine","4-(8-chloro-5,6-dihydrobenzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene)piperidine-1-carboxylic acid ethyl ester"
"39460","Loratadine","8-chloro-11-(1-ethoxycarbonyl-4-piperidylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine"
"39461","Loratadine","8-chloro-6,11-dihydro-11-(1- ethoxycarbonyl-4-piperidylidene)-5H-benzo[5,6]cyclohepta[1,2-b]pyridine"
"39462","Loratadine","8-Chloro-6,11-dihydro-11-(1-ethoxycarbonyl-4-piperidylidene)-5H-benzo[5,6]cyclohepta[1,2-b]pyridine"
"39463","Loratadine","Ethyl 4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidine)-1-piperidinecarboxylate"
"39464","Loratadine","ethyl 4-{13-chloro-4-azatricyclo[9.4.0.0(3),]pentadeca-1(15),3,5,7,11,13-hexaen-2-ylidene}piperidine-1-carboxylate"
"39465","Loratadine","loratadine impurity c;4-(4,8-dichloro-5,6-dihydro-11h-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylic acid ethyl ester"
"39466","Marimastat","Marimastat"
"39467","Marimastat","154039-60-8"
"39468","Marimastat","BB 2516"
"39469","Marimastat","BB-2516"
"39470","Marimastat","UNII-D5EQV23TDS"
"39471","Marimastat","D5EQV23TDS"
"39472","Marimastat","CHEMBL279785"
"39473","Marimastat","CHEBI:50662"
"39474","Marimastat","C15H29N3O5"
"39475","Marimastat","BB2516"
"39476","Marimastat","BB2516;TA2516"
"39477","Marimastat","(2S,3R)-3-(((1S)-2,2-Dimethyl-1-(methylcarbamoxy)propyl)carboyl)-2-hydroxy-5-methylhexanohydroxamic acid"
"39478","Marimastat","(2S,3R)-3-(((1S)-2,2-Dimethyl-1-(methylcarbamoyl)propyl)carbamoyl)-2-hydroxy-5-methylhexanohydroxamic acid"
"39479","Marimastat","(2S,3R)-N(4)-[(2S)-3,3-dimethyl-1-(methylamino)-1-oxobutan-2-yl]-N(1),2-dihydroxy-3-(2-methylpropyl)butanediamide"
"39480","Marimastat","Marimastat [USAN]"
"39481","Marimastat","(2S,3R)-N-[(1S)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-N',2-dihydroxy-3-(2-methylpropyl)butanediamide"
"39482","Marimastat","(2s,3r)-N~4~-[(1s)-2,2-Dimethyl-1-(Methylcarbamoyl)propyl]-N~1~,2-Dihydroxy-3-(2-Methylpropyl)butanediamide"
"39483","Marimastat","Butanediamide, N(sup 4)-(2,2-dimethyl-1-((methylamino)carbonyl)propyl)-N(sup 1),2-dihydroxy-3-(2-methylpropyl)-, (2S-(N(sup 4)(R*),2R*,3S*))-"
"39484","Marimastat","Butanediamide, N4-((1S)-2,2-dimethyl-1-((methylamino)carbonyl)propyl)-N1,2-dihydroxy-3-(2-methylpropyl)-, (2S,3R)-"
"39485","Marimastat","Butanediamide, N4-(2,2-dimethyl-1-((methylamino)carbonyl)propyl)-N1,2-dihydroxy-3-(2-methylpropyl)-, (2S-(N4(R*),2R*,3S*))-"
"39486","Marimastat","Butanediamide, N4-[(1S)-2,2-dimethyl-1-[(methylamino)carbonyl]propyl]-N1,2-dihydroxy-3-(2-methylpropyl)-, (2S,3R)-"
"39487","Marimastat","SMR002530328"
"39488","Marimastat","Marimastat (USAN/INN)"
"39489","Marimastat","Marimastat(BB 2516)"
"39490","Marimastat","Marimastat (BB-2516)"
"39491","Marimastat","Marimistat"
"39492","Marimastat","Butaneamide,2-dimethyl-1-[(methylamino)carbonyl]propyl]- N1,2-dihydroxy-3-(2-methylpropyl)-, (2S,3R)-"
"39493","Marimastat","3hy7"
"39494","Marimastat","D03795"
"39495","Marimastat","SCHEMBL34033"
"39496","Marimastat","MLS003899230"
"39497","Marimastat","MLS006010669"
"39498","Marimastat","Marimastat [USAN:INN:BAN]"
"39499","Marimastat","cid_119031"
"39500","Marimastat","GTPL5220"
"39501","Marimastat","Marimastat, >=98% (HPLC)"
"39502","Marimastat","CTK8F1310"
"39503","Marimastat","KS-00001CVR"
"39504","Marimastat","AOB5057"
"39505","Marimastat","DTXSID20165524"
"39506","Marimastat","EX-A643"
"39507","Marimastat","ZINC1544157"
"39508","Marimastat","3803AH"
"39509","Marimastat","BDBM50063917"
"39510","Marimastat","KB-R 8898"
"39511","Marimastat","MFCD00866242"
"39512","Marimastat","NSC689451"
"39513","Marimastat","NSC719333"
"39514","Marimastat","s7156"
"39515","Marimastat","AKOS024457206"
"39516","Marimastat","CS-3456"
"39517","Marimastat","DB00786"
"39518","Marimastat","GI 5712"
"39519","Marimastat","GI-5712"
"39520","Marimastat","NSC-689451"
"39521","Marimastat","NSC-719333"
"39522","Marimastat","TA 2516"
"39523","Marimastat","TA-2516"
"39524","Marimastat","AS-57129"
"39525","Marimastat","HY-12169"
"39526","Marimastat","LS-45634"
"39527","Marimastat","RT-013663"
"39528","Marimastat","FT-0700216"
"39529","Marimastat","J-009063"
"39530","Marimastat","Q6763659"
"39531","Marimastat","(2R)-N-[(1S)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-2-[(1S)-1-hydroxy-2-(hydroxyamino)-2-oxo-ethyl]-4-methyl-pentanamide"
"39532","Marimastat","(2R,3S)-N-[(2S)-3,3-dimethyl-1-(methylamino)-1-oxobutan-2-yl]-N\',3-dihydroxy-2-(2-methylpropyl)butanediamide"
"39533","Marimastat","(2S,3R)-N'-[(1S)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-N,2-dihydroxy-3-(2-methylpropyl)butanediamide"
"39534","Marimastat","(2S,3R)-N4-[(1S)-2,2-Dimethyl-1-[(methylamino)carbonyl]propyl]-N1,2-dihydroxy-3-(2-methylpropyl)butanediamide"
"39535","Marimastat","BB2516, (2S,3R)-N4-[(1S)-2,2-Dimethyl-1-[(methylamino)carbonyl] propyl]-N1,2-dihydroxy-3-(2-methylpropyl)butanediamide"
"39536","4,4'-Methylenedianiline","4,4'-Methylenedianiline"
"39537","4,4'-Methylenedianiline","101-77-9"
"39538","4,4'-Methylenedianiline","4,4'-DIAMINODIPHENYLMETHANE"
"39539","4,4'-Methylenedianiline","Dadpm"
"39540","4,4'-Methylenedianiline","Methylenedianiline"
"39541","4,4'-Methylenedianiline","Dianilinomethane"
"39542","4,4'-Methylenedianiline","Tonox"
"39543","4,4'-Methylenedianiline","p,p'-Methylenedianiline"
"39544","4,4'-Methylenedianiline","Benzenamine, 4,4'-methylenebis-"
"39545","4,4'-Methylenedianiline","Dianilinemethane"
"39546","4,4'-Methylenedianiline","Bis(4-aminophenyl)methane"
"39547","4,4'-Methylenedianiline","p,p'-Diaminodiphenylmethane"
"39548","4,4'-Methylenedianiline","Bis(p-aminophenyl)methane"
"39549","4,4'-Methylenedianiline","Epicure DDM"
"39550","4,4'-Methylenedianiline","Epikure DDM"
"39551","4,4'-Methylenedianiline","4-(4-Aminobenzyl)aniline"
"39552","4,4'-Methylenedianiline","Curithane"
"39553","4,4'-Methylenedianiline","4,4-Methylenedianiline"
"39554","4,4'-Methylenedianiline","Jeffamine AP-20"
"39555","4,4'-Methylenedianiline","4,4'-Diphenylmethanediamine"
"39556","4,4'-Methylenedianiline","Diaminodiphenylmethane"
"39557","4,4'-Methylenedianiline","Sumicure M"
"39558","4,4'-Methylenedianiline","Ancamine TL"
"39559","4,4'-Methylenedianiline","4-[(4-aminophenyl)methyl]aniline"
"39560","4,4'-Methylenedianiline","Di-(4-aminophenyl)methane"
"39561","4,4'-Methylenedianiline","4,4'-Methylenebis(benzeneamine)"
"39562","4,4'-Methylenedianiline","Methylenebis(aniline)"
"39563","4,4'-Methylenedianiline","4,4'-Methylene dianiline"
"39564","4,4'-Methylenedianiline","Bis-p-aminofenylmethan"
"39565","4,4'-Methylenedianiline","Araldite hardener 972"
"39566","4,4'-Methylenedianiline","Di(4-aminophenyl)methane"
"39567","4,4'-Methylenedianiline","p,p'-Diaminodifenylmethan"
"39568","4,4'-Methylenedianiline","4,4'-Methylenebisaniline"
"39569","4,4'-Methylenedianiline","4,4'-Diaminodiphenylmethan"
"39570","4,4'-Methylenedianiline","4,4'-Methylenebisbenzenamine"
"39571","4,4'-Methylenedianiline","Aniline, 4,4'-methylenedi-"
"39572","4,4'-Methylenedianiline","4,4'-Dimethylenediamine"
"39573","4,4'-Methylenedianiline","Methylenedianiline (VAN)"
"39574","4,4'-Methylenedianiline","NCI-C54604"
"39575","4,4'-Methylenedianiline","Avaldite HT 972"
"39576","4,4'-Methylenedianiline","4,4'-Methylenebis(aniline)"
"39577","4,4'-Methylenedianiline","HT 972"
"39578","4,4'-Methylenedianiline","UNII-GG5LL7OBZC"
"39579","4,4'-Methylenedianiline","NSC 4709"
"39580","4,4'-Methylenedianiline","Bis-p-aminofenylmethan [Czech]"
"39581","4,4'-Methylenedianiline","CCRIS 1010"
"39582","4,4'-Methylenedianiline","Methylenebis[aniline]"
"39583","4,4'-Methylenedianiline","CHEBI:32506"
"39584","4,4'-Methylenedianiline","Bis(aminophenyl)methane"
"39585","4,4'-Methylenedianiline","HSDB 2541"
"39586","4,4'-Methylenedianiline","alpha-(p-aminophenyl)-p-toluidine"
"39587","4,4'-Methylenedianiline","bis-p-aminophenylmethane"
"39588","4,4'-Methylenedianiline","p,p'-Diaminodifenylmethan [Czech]"
"39589","4,4'-Methylenedianiline","GG5LL7OBZC"
"39590","4,4'-Methylenedianiline","EINECS 202-974-4"
"39591","4,4'-Methylenedianiline","di-(p-aminophenyl)methane"
"39592","4,4'-Methylenedianiline","p-Toluidine, alpha-(p-aminophenyl)-"
"39593","4,4'-Methylenedianiline","UN2651"
"39594","4,4'-Methylenedianiline","4,4'-Diaminodiphenylmethan [German]"
"39595","4,4'-Methylenedianiline","4,4'-methanediyldianiline"
"39596","4,4'-Methylenedianiline","4,4'-methylene-dianiline"
"39597","4,4'-Methylenedianiline","BRN 0474706"
"39598","4,4'-Methylenedianiline","4,4'-Methylenedibenzenamine"
"39599","4,4'-Methylenedianiline","4,4'-Methylene(bisaniline)"
"39600","4,4'-Methylenedianiline","4,4'-Methylenebis[aniline]"
"39601","4,4'-Methylenedianiline","4,4'-Diaminodiphenyl methane"
"39602","4,4'-Methylenedianiline","4-(4-Aminobenzyl)phenylamine"
"39603","4,4'-Methylenedianiline","AI3-02615"
"39604","4,4'-Methylenedianiline","DTXSID6022422"
"39605","4,4'-Methylenedianiline","YBRVSVVVWCFQMG-UHFFFAOYSA-N"
"39606","4,4'-Methylenedianiline","MFCD00007914"
"39607","4,4'-Methylenedianiline","p-Toluidine, .alpha.-(p-aminophenyl)-"
"39608","4,4'-Methylenedianiline","DSSTox_CID_2422"
"39609","4,4'-Methylenedianiline","4,4'-diaminobiphenylmethane"
"39610","4,4'-Methylenedianiline","DSSTox_RID_76586"
"39611","4,4'-Methylenedianiline","DSSTox_GSID_22422"
"39612","4,4'-Methylenedianiline","4-[(4-aminophenyl)methyl]phenylamine"
"39613","4,4'-Methylenedianiline","CAS-101-77-9"
"39614","4,4'-Methylenedianiline","Benzenamine, 4,4'-methylenebis-, hydrochloride (1:2)"
"39615","4,4'-Methylenedianiline","Aniline,4'-methylenedi-"
"39616","4,4'-Methylenedianiline","p, p'-Methylenedianiline"
"39617","4,4'-Methylenedianiline","Epitope ID:116050"
"39618","4,4'-Methylenedianiline","4,4'-Methylenedi-Aniline"
"39619","4,4'-Methylenedianiline","Di(para-aminophenyl)methane"
"39620","4,4'-Methylenedianiline","EC 202-974-4"
"39621","4,4'-Methylenedianiline","p,p;-Diaminodiphenylmethane"
"39622","4,4'-Methylenedianiline","WLN: ZR D1R DZ"
"39623","4,4'-Methylenedianiline","methylenebis(4-aminobenzene)"
"39624","4,4'-Methylenedianiline","Oprea1_406523"
"39625","4,4'-Methylenedianiline","SCHEMBL28001"
"39626","4,4'-Methylenedianiline","Benzenamine,4'-methylenebis-"
"39627","4,4'-Methylenedianiline","KSC174Q1B"
"39628","4,4'-Methylenedianiline","MLS002303003"
"39629","4,4'-Methylenedianiline","4, 4'-Diphenylmethanediamine"
"39630","4,4'-Methylenedianiline","4,4'-Diaminobiphenyl methane"
"39631","4,4'-Methylenedianiline","BIDD:ER0255"
"39632","4,4'-Methylenedianiline","CHEMBL85728"
"39633","4,4'-Methylenedianiline","Dianiline, 4,4'-methylene-"
"39634","4,4'-Methylenedianiline","4, 4'-Methylenebis(aniline)"
"39635","4,4'-Methylenedianiline","4,4'-Methylenebis-Benzenamine"
"39636","4,4'-Methylenedianiline","Bis-p-aminofenylmethan(CZECH)"
"39637","4,4'-Methylenedianiline","4,4 -METHYLENEDIANILINE"
"39638","4,4'-Methylenedianiline","Benzenamine,4-4'-methylenebis-"
"39639","4,4'-Methylenedianiline","4-(4-Aminobenzyl)phenylamine #"
"39640","4,4'-Methylenedianiline","CTK0H4810"
"39641","4,4'-Methylenedianiline","KS-00000WIJ"
"39642","4,4'-Methylenedianiline","NSC4709"
"39643","4,4'-Methylenedianiline","HMS3091M08"
"39644","4,4'-Methylenedianiline","ACT07434"
"39645","4,4'-Methylenedianiline","NSC-4709"
"39646","4,4'-Methylenedianiline","p, p'-Diaminodifenylmethan(CZECH)"
"39647","4,4'-Methylenedianiline","Tox21_201723"
"39648","4,4'-Methylenedianiline","Tox21_300141"
"39649","4,4'-Methylenedianiline","ANW-14529"
"39650","4,4'-Methylenedianiline","BBL022928"
"39651","4,4'-Methylenedianiline","LS-338"
"39652","4,4'-Methylenedianiline","SBB058722"
"39653","4,4'-Methylenedianiline","STK988515"
"39654","4,4'-Methylenedianiline","ZINC19014778"
"39655","4,4'-Methylenedianiline","4, 4'-Diaminodiphenylmethan(GERMAN)"
"39656","4,4'-Methylenedianiline","AKOS000118778"
"39657","4,4'-Methylenedianiline","CCG-103567"
"39658","4,4'-Methylenedianiline","MCULE-6272250876"
"39659","4,4'-Methylenedianiline","RTR-000437"
"39660","4,4'-Methylenedianiline","SDCCGMLS-0066191.P001"
"39661","4,4'-Methylenedianiline","UN 2651"
"39662","4,4'-Methylenedianiline","NCGC00091159-01"
"39663","4,4'-Methylenedianiline","NCGC00091159-02"
"39664","4,4'-Methylenedianiline","NCGC00091159-03"
"39665","4,4'-Methylenedianiline","NCGC00091159-04"
"39666","4,4'-Methylenedianiline","NCGC00254163-01"
"39667","4,4'-Methylenedianiline","NCGC00259272-01"
"39668","4,4'-Methylenedianiline","AC-10921"
"39669","4,4'-Methylenedianiline","SC-79347"
"39670","4,4'-Methylenedianiline","SMR000019102"
"39671","4,4'-Methylenedianiline","VS-07280"
"39672","4,4'-Methylenedianiline","DB-058699"
"39673","4,4'-Methylenedianiline","TR-000437"
"39674","4,4'-Methylenedianiline","M0220"
"39675","4,4'-Methylenedianiline","ST24042515"
"39676","4,4'-Methylenedianiline","ST50406593"
"39677","4,4'-Methylenedianiline","T7262"
"39678","4,4'-Methylenedianiline","4,4'-Diaminodiphenylmethane, >=97.0% (GC)"
"39679","4,4'-Methylenedianiline","C14288"
"39680","4,4'-Methylenedianiline","4,4'-Diaminodiphenylmethane, analytical standard"
"39681","4,4'-Methylenedianiline","4-(4-Aminobenzyl)phenylamine (ACD/Name 4.0)"
"39682","4,4'-Methylenedianiline","Q229848"
"39683","4,4'-Methylenedianiline","SR-01000394053"
"39684","4,4'-Methylenedianiline","4,4'-Diaminodiphenyl methane [UN2651]  [Poison]"
"39685","4,4'-Methylenedianiline","4,4'-Diaminodiphenyl methane [UN2651] [Poison]"
"39686","4,4'-Methylenedianiline","SR-01000394053-1"
"39687","4,4'-Methylenedianiline","W-108903"
"39688","4,4'-Methylenedianiline","Bis-(4-aminophenyl)methane 100 microg/mL in Methanol"
"39689","4,4'-Methylenedianiline","F0921-0063"
"39690","4,4'-Methylenedianiline","Z1250100741"
"39691","4,4'-Methylenedianiline","4,4'-Diaminodiphenylmethane, certified reference material, TraceCERT(R)"
"39692","4,4'-Methylenedianiline","InChI=1/C13H14N2/c14-12-5-1-10(2-6-12)9-11-3-7-13(15)8-4-11/h1-8H,9,14-15H"
"39693","Mercaptopurine","6-Mercaptopurine"
"39694","Mercaptopurine","mercaptopurine"
"39695","Mercaptopurine","50-44-2"
"39696","Mercaptopurine","Mercapurin"
"39697","Mercaptopurine","Purinethol"
"39698","Mercaptopurine","6-Thiopurine"
"39699","Mercaptopurine","Leukerin"
"39700","Mercaptopurine","Leupurin"
"39701","Mercaptopurine","Mercaleukin"
"39702","Mercaptopurine","6-Thioxopurine"
"39703","Mercaptopurine","Puri-Nethol"
"39704","Mercaptopurine","Ismipur"
"39705","Mercaptopurine","7H-purine-6-thiol"
"39706","Mercaptopurine","Mern"
"39707","Mercaptopurine","6-Thiohypoxanthine"
"39708","Mercaptopurine","6-Mercaptopurin"
"39709","Mercaptopurine","6-Purinethiol"
"39710","Mercaptopurine","Purimethol"
"39711","Mercaptopurine","Purinethiol"
"39712","Mercaptopurine","6-MP"
"39713","Mercaptopurine","Purine-6-thiol"
"39714","Mercaptopurine","1,9-dihydro-6H-purine-6-thione"
"39715","Mercaptopurine","3H-Purine-6-thiol"
"39716","Mercaptopurine","6 MP"
"39717","Mercaptopurine","9H-Purine-6-thiol"
"39718","Mercaptopurine","Mercaleukim"
"39719","Mercaptopurine","Hypoxanthine, thio-"
"39720","Mercaptopurine","Mercaptopurine (6-MP)"
"39721","Mercaptopurine","3,7-dihydropurine-6-thione"
"39722","Mercaptopurine","6H-Purine-6-thione, 1,7-dihydro-"
"39723","Mercaptopurine","1,7-Dihydro-6H-purine-6-thione"
"39724","Mercaptopurine","Mercaptopurin"
"39725","Mercaptopurine","Mercaptopurina"
"39726","Mercaptopurine","Mercaptopurinum"
"39727","Mercaptopurine","Merkaptopuryna"
"39728","Mercaptopurine","Xaluprine"
"39729","Mercaptopurine","6-Merkaptopurin"
"39730","Mercaptopurine","Purine, 6-mercapto-"
"39731","Mercaptopurine","Purine-6-thione"
"39732","Mercaptopurine","9H-Purine-6(1H)-thione"
"39733","Mercaptopurine","Mercaptopurine anhydrous"
"39734","Mercaptopurine","Purine-6(1H)-thione"
"39735","Mercaptopurine","Mercaptopurine (VAN)"
"39736","Mercaptopurine","NCI-C04886"
"39737","Mercaptopurine","Mercaptopurin [German]"
"39738","Mercaptopurine","Merkaptopuryna [Polish]"
"39739","Mercaptopurine","7-Mercapto-1,3,4,6-tetrazaindene"
"39740","Mercaptopurine","6-Merkaptopurin [Czech]"
"39741","Mercaptopurine","Mercaptopurine (anhydrous)"
"39742","Mercaptopurine","1H-Purine, 6-mercapto-"
"39743","Mercaptopurine","NSC 755"
"39744","Mercaptopurine","Mercaptopurinum [INN-Latin]"
"39745","Mercaptopurine","Mercaptopurina [INN-Spanish]"
"39746","Mercaptopurine","U-4748"
"39747","Mercaptopurine","NSC-755"
"39748","Mercaptopurine","UNII-PKK6MUZ20G"
"39749","Mercaptopurine","C5H4N4S"
"39750","Mercaptopurine","CCRIS 2761"
"39751","Mercaptopurine","NSC755"
"39752","Mercaptopurine","HSDB 3235"
"39753","Mercaptopurine","Purinethol (TN)"
"39754","Mercaptopurine","EINECS 200-037-4"
"39755","Mercaptopurine","PKK6MUZ20G"
"39756","Mercaptopurine","1,9-dihydropurine-6-thione"
"39757","Mercaptopurine","CHEBI:2208"
"39758","Mercaptopurine","GLVAUDGFNGKCSF-UHFFFAOYSA-N"
"39759","Mercaptopurine","157930-13-7"
"39760","Mercaptopurine","DSSTox_CID_810"
"39761","Mercaptopurine","DSSTox_RID_75801"
"39762","Mercaptopurine","DSSTox_GSID_20810"
"39763","Mercaptopurine","157930-14-8"
"39764","Mercaptopurine","Purixan"
"39765","Mercaptopurine","thiohypoxanthine"
"39766","Mercaptopurine","Leupu rin"
"39767","Mercaptopurine","CAS-50-44-2"
"39768","Mercaptopurine","SMR000544948"
"39769","Mercaptopurine","Mercaptopurine, 6-"
"39770","Mercaptopurine","Mercaptopurine (INN)"
"39771","Mercaptopurine","SR-05000001925"
"39772","Mercaptopurine","NCIMech_000025"
"39773","Mercaptopurine","1H-purine-6(7H)-thione"
"39774","Mercaptopurine","9H-Purin-6-yl hydrosulfide"
"39775","Mercaptopurine","Mercaptopurine;"
"39776","Mercaptopurine","Mercaptopurine [USAN:USP:INN]"
"39777","Mercaptopurine","6-Mercaptoadenine"
"39778","Mercaptopurine","PubChem9680"
"39779","Mercaptopurine","Spectrum_000921"
"39780","Mercaptopurine","ACMC-1AUNA"
"39781","Mercaptopurine","Spectrum2_000060"
"39782","Mercaptopurine","Spectrum3_000491"
"39783","Mercaptopurine","Spectrum4_000857"
"39784","Mercaptopurine","Spectrum5_000950"
"39785","Mercaptopurine","M0063"
"39786","Mercaptopurine","H-Purine-6(1H)-thione"
"39787","Mercaptopurine","Leukerin, 99% - Carc"
"39788","Mercaptopurine","Azathioprine EP Impurity B"
"39789","Mercaptopurine","SCHEMBL3893"
"39790","Mercaptopurine","CHEMBL1425"
"39791","Mercaptopurine","BSPBio_001981"
"39792","Mercaptopurine","KBioGR_001493"
"39793","Mercaptopurine","KBioGR_002363"
"39794","Mercaptopurine","KBioSS_001401"
"39795","Mercaptopurine","KBioSS_002366"
"39796","Mercaptopurine","AG-670/31547064"
"39797","Mercaptopurine","KSC270A9L"
"39798","Mercaptopurine","MLS001066623"
"39799","Mercaptopurine","MLS001304020"
"39800","Mercaptopurine","MLS001304953"
"39801","Mercaptopurine","MLS006011869"
"39802","Mercaptopurine","ARONIS27054"
"39803","Mercaptopurine","DivK1c_000493"
"39804","Mercaptopurine","SPECTRUM1500387"
"39805","Mercaptopurine","SPBio_000219"
"39806","Mercaptopurine","GTPL7226"
"39807","Mercaptopurine","SCHEMBL2790086"
"39808","Mercaptopurine","7H-Purin-6-yl hydrosulfide #"
"39809","Mercaptopurine","DTXSID0020810"
"39810","Mercaptopurine","SCHEMBL12683725"
"39811","Mercaptopurine","CHEBI:50667"
"39812","Mercaptopurine","CHEBI:94796"
"39813","Mercaptopurine","CTK1H0095"
"39814","Mercaptopurine","CTK8A7797"
"39815","Mercaptopurine","HMS501I15"
"39816","Mercaptopurine","KBio1_000493"
"39817","Mercaptopurine","KBio2_001401"
"39818","Mercaptopurine","KBio2_002363"
"39819","Mercaptopurine","KBio2_003969"
"39820","Mercaptopurine","KBio2_004931"
"39821","Mercaptopurine","KBio2_006537"
"39822","Mercaptopurine","KBio2_007499"
"39823","Mercaptopurine","KBio3_001481"
"39824","Mercaptopurine","KBio3_002842"
"39825","Mercaptopurine","7-Mercapto-1,4,6-tetrazaindene"
"39826","Mercaptopurine","cMAP_000033"
"39827","Mercaptopurine","NINDS_000493"
"39828","Mercaptopurine","Purinethol;6-mercaptopurine;6-MP"
"39829","Mercaptopurine","3,7-dihydro-6H-purine-6-thione"
"39830","Mercaptopurine","6,7-dihydro-3H-purine-6-thione"
"39831","Mercaptopurine","HMS1920L07"
"39832","Mercaptopurine","HMS2091B20"
"39833","Mercaptopurine","HMS2236L06"
"39834","Mercaptopurine","HMS3259N03"
"39835","Mercaptopurine","HMS3369M05"
"39836","Mercaptopurine","HMS3651G07"
"39837","Mercaptopurine","HMS3713N10"
"39838","Mercaptopurine","HMS3747A17"
