,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,GDSC_rnaseq.cellid,CCLE_exome.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid,FIMM.cellid,FIMM.tissueid,Cellosaurus.Accession.id,PharmacoDB.id,GDSC_Exome.cellid,unique.tissueid.fromstudies,Cellosaurus.Disease.Type,CellLine.Type,Metastatic,DepMap.cellid
1473,SK-MEL-23,NA,NA,NA,NA,NA,SK23,NA,NA,NA,NA,NA,NA,NA,NA,SK23,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA,CVCL_6027,SK23_1416_2019,NA,skin,Cutaneous melanoma,Cancer cell line,NA,NA
1474,MCF10DCIS.com,NA,NA,NA,NA,NA,MCF10DCIS.com,NA,NA,NA,NA,NA,NA,NA,NA,MCF10DCIS.com,NA,NA,NA,NA,NA,NA,Breast,NA,NA,NA,NA,NA,NA,NA,Breast,NA,NA,NA,NA,NA,NA,NA,CVCL_5552,MCF10DCIS.com_892_2019,NA,breast,NA,Transformed cell line,NA,NA
1475,MDA-MB-330,NA,NA,NA,NA,NA,MDA-MB-330,NA,MDA-MB-330,MDA-MB-330,NA,NA,MDA-MB-330,mdamb330///mda330,NA,MDA-MB-330,MDA-MB-330,NA,NA,NA,NA,NA,Breast,NA,Breast,NA,NA,MDA330,breast,breast,Breast,NA,NA,breast,NA,NA,NA,NA,CVCL_0619,MDAMB330_901_2019,MDA-MB-330,breast,Breast carcinoma,Cancer cell line,TRUE,ACH-001358
1476,NCI-H820,NA,NA,NA,NA,NA,NCI-H820,NA,NA,NA,NA,NA,NCI-H820,NA,NA,NCI-H820,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1592,NCIH820_1140_2019,NA,lung,Papillary lung adenocarcinoma,Cancer cell line,TRUE,NA
1477,NCI-H847,NA,NA,NA,NA,NA,NCI-H847,NA,NCI-H847,NCI-H847,NA,NA,NCI-H847,NA,NA,NCI-H847,NCI-H847,NA,NA,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1596,NCIH847_1144_2019,NCI-H847,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-001365
1478,NCI-H920,NA,NA,NA,NA,NA,NCI-H920,NA,NA,NA,NA,NA,NA,NA,NA,NCI-H920,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,lung,Lung,NA,NA,NA,NA,NA,NA,NA,CVCL_1599,NCIH920_1148_2019,NA,lung,Lung adenocarcinoma,Cancer cell line,NA,NA
1479,NTERA-2,NA,NA,NA,NA,NA,NTERA-2,NA,NA,NTERA-2cl-D1,NA,NA,NTERA-2_cl.D1,NA,NA,NTERA-2,NTERA-2 cl.D1,NA,NA,NA,NA,NA,Testis,NA,NA,NA,NA,NA,NA,NA,Testis,NA,NA,testis,NA,NA,NA,NA,CVCL_0034,NTERA2_1167_2019,NA,testis,Embryonal carcinoma,Cancer cell line,TRUE,NA
1480,PK-8,NA,NA,NA,NA,NA,PK-8,NA,NA,NA,NA,NA,NA,NA,NA,PK-8,NA,NA,NA,NA,NA,NA,Pancreas,NA,NA,NA,NA,NA,NA,pancreas,Pancreas,NA,NA,NA,NA,NA,NA,NA,CVCL_4718,PK8_1269_2019,NA,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,TRUE,ACH-002039
1481,Ramos,NA,NA,NA,NA,NA,RAMOS,NA,NA,NA,NA,NA,NA,NA,NA,RAMOS,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,NA,NA,NA,NA,NA,CVCL_0597,RAMOS_1283_2019,NA,haematopoietic_and_lymphoid_tissue,Burkitt lymphoma,Cancer cell line,NA,ACH-001636
1482,RC-K8,NA,NA,NA,NA,NA,RC-K8,NA,RC-K8,RC-K8,NA,NA,RC-K8,NA,NA,RC-K8,RC-K8,NA,NA,NA,NA,NA,Blood,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1883,RCK8_1285_2019,RC-K8,haematopoietic_and_lymphoid_tissue,Diffuse large B-cell lymphoma germinal center B-cell type,Cancer cell line,NA,ACH-001638
1483,SNU-484,NA,NA,NA,NA,NA,SNU-484,NA,NA,NA,NA,NA,NA,NA,NA,SNU-484,NA,NA,NA,NA,NA,NA,Stomach,NA,NA,NA,NA,NA,NA,stomach,Esophagus/Stomach,NA,NA,NA,NA,NA,NA,NA,CVCL_0100,SNU484_1467_2019,NA,stomach,Gastric adenocarcinoma,Cancer cell line,NA,NA
1484,SNU-638,NA,NA,NA,NA,NA,SNU-638,NA,NA,NA,NA,NA,NA,NA,NA,SNU-638,NA,NA,NA,NA,NA,NA,Stomach,NA,NA,NA,NA,NA,NA,stomach,Esophagus/Stomach,NA,NA,NA,NA,NA,NA,NA,CVCL_0102,SNU638_1476_2019,NA,stomach,Gastric adenocarcinoma,Cancer cell line,TRUE,ACH-001664
1485,WSU-FSCCL,NA,NA,NA,NA,NA,WSU-FSCCL,NA,NA,NA,NA,NA,NA,NA,NA,WSU-FSCCL,NA,NA,NA,NA,NA,NA,Lymph Node,NA,NA,NA,NA,NA,NA,NA,Lymphoid,NA,NA,NA,NA,NA,NA,NA,CVCL_1903,WSUFSCCL_1676_2019,NA,haematopoietic_and_lymphoid_tissue,"Malignant non-Hodgkin lymphoma, cleaved cell",Cancer cell line,NA,NA
1486,YMB-1-E,NA,NA,NA,NA,NA,YMB-1-E,NA,NA,NA,NA,NA,YMB-1-E,NA,NA,YMB-1-E,YMB-1-E,NA,NA,NA,NA,NA,Breast,NA,NA,NA,NA,NA,NA,NA,Breast,NA,NA,breast,NA,NA,NA,NA,CVCL_2815,YMB1E_1687_2019,YMB-1-E,breast,"Invasive ductal carcinoma, not otherwise specified",Cancer cell line,TRUE,ACH-002208
1487,SW527,NA,NA,NA,NA,NA,SW 527,NA,NA,NA,NA,NA,NA,sw527,NA,SW 527,NA,NA,NA,NA,NA,NA,Breast,NA,NA,NA,NA,SW527,breast,NA,Bowel,NA,NA,NA,NA,NA,NA,NA,CVCL_3799,SW527_1526_2019,NA,breast,Colon adenocarcinoma,Cancer cell line,TRUE,ACH-001825
1488,UCSD-242L,NA,NA,NA,NA,NA,UCSD-242l,NA,NA,NA,NA,NA,NA,NA,NA,UCSD-242l,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA,CVCL_M009,UCSD242l_1637_2019,NA,skin,Melanoma,Cancer cell line,NA,NA
1489,UKE-1,NA,NA,NA,NA,NA,UKE-1,NA,NA,NA,NA,NA,NA,NA,NA,UKE-1,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,NA,NA,NA,NA,NA,NA,NA,CVCL_0104,UKE1_1641_2019,NA,haematopoietic_and_lymphoid_tissue,Essential thrombocythemia,Cancer cell line,NA,NA
1490,NCI-H322,NA,NCI-H322,NCIH322,LC:NCI_H322M,NA,H322T///NCI-H322T,NA,NA,NA,NCI-H322,NCI-H322,NA,NA,NCIH322,H322T///NCI-H322T,NA,NA,lung,lung,LC,NA,Lung,NA,NA,lung,NA,NA,NA,lung,Lung,lung,NA,NA,NCIH322,lung,NA,NA,CVCL_1556,H322T_435_2019,NA,lung,Minimally invasive lung adenocarcinoma,Cancer cell line,NA,ACH-000837
1491,HCA7,NA,NA,NA,NA,NA,HCA-7,NA,NA,NA,NA,NA,NA,NA,NA,HCA-7,NA,NA,NA,NA,NA,NA,Colon,NA,NA,NA,NA,NA,NA,large_intestine,Bowel,NA,NA,NA,NA,NA,NA,NA,CVCL_0289,HCA7_445_2019,NA,large_intestine,Colon adenocarcinoma,Cancer cell line,NA,NA
1492,Sc-1,NA,NA,NA,NA,NA,SC-1,NA,Sci-1,SC-1,NA,NA,NA,NA,NA,SC-1,SC-1,NA,NA,NA,NA,NA,Lymph Node,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1888,SC1_1350_2019,Sci-1,haematopoietic_and_lymphoid_tissue,Follicular lymphoma,Cancer cell line,NA,ACH-002392
1493,SCLC-22H,NA,NA,NA,NA,NA,SCLC-22H,NA,NA,NA,NA,NA,NA,NA,NA,SCLC-22H,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,NA,CVCL_2186,SCLC22H_1362_2019,NA,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-001386
1494,TK [Human B-cell lymphoma],NA,NA,NA,NA,NA,TK,NA,TK,TK,NA,NA,TK,NA,NA,TK,TK,NA,NA,NA,NA,NA,Blood,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_3216,TK_1596_2019,TK,haematopoietic_and_lymphoid_tissue,B-cell non-Hodgkin lymphoma,Cancer cell line,NA,ACH-002313
1495,TMD8,NA,NA,NA,NA,NA,TMD8,NA,NA,NA,NA,NA,NA,NA,NA,TMD8,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,NA,NA,NA,NA,NA,CVCL_A442,TMD8_1600_2019,NA,haematopoietic_and_lymphoid_tissue,Diffuse large B-cell lymphoma activated B-cell type,Cancer cell line,NA,NA
1496,TYK-nu.CP-r,NA,NA,NA,NA,NA,TYK-nu.CP-r,NA,NA,NA,NA,NA,NA,NA,NA,TYK-nu.CP-r,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,NA,NA,Ovary/Fallopian Tube,NA,NA,NA,NA,NA,NA,NA,CVCL_3221,TYKnu.CPr_1615_2019,NA,ovary,High grade ovarian serous adenocarcinoma,Cancer cell line,NA,NA
1497,U-2932,NA,NA,NA,NA,NA,U-2932,NA,NA,NA,NA,NA,NA,NA,NA,U-2932,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,NA,NA,Lymphoid,NA,NA,NA,NA,NA,NA,NA,CVCL_1896,U2932_1621_2019,NA,haematopoietic_and_lymphoid_tissue,Diffuse large B-cell lymphoma activated B-cell type,Cancer cell line,NA,NA
1498,201T,NA,NA,NA,NA,NA,NA,NA,201T,201T,NA,NA,201T,NA,NA,NA,201T,NA,NA,NA,NA,NA,NA,NA,Lung:NSCLC,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_X481,201T_7_2019,201T,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-002089
1499,NB(TU)1,NA,NA,NA,NA,NA,NA,NA,NB-TU-1-10,NB-TU-1-10,NA,NA,NB_TU_1-10///NB(TU)1-10,NA,NA,NB(TU)1-10,NB(TU)1-10,NA,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,NA,NA,Peripheral Nervous System,NA,NA,kidney///neuroblastoma,NA,NA,NA,NA,CVCL_3041,NBTU110_982_2019,NB-TU-1-10,kidney,Neuroblastoma,Cancer cell line,NA,ACH-002277
1500,ASH-3,NA,NA,NA,NA,NA,NA,NA,ASH-3,ASH-3,NA,NA,ASH-3,NA,NA,ASH-3,ASH-3,NA,NA,NA,NA,NA,NA,NA,Thyroid,NA,NA,NA,NA,thyroid,Thyroid,NA,NA,thyroid,NA,NA,NA,NA,CVCL_2856,ASH3_65_2019,ASH-3,thyroid,Thyroid gland undifferentiated (anaplastic) carcinoma,Cancer cell line,NA,ACH-001443
1501,NCI-H2869,NA,NA,NA,NA,NA,NA,NA,H2869,H2869,NA,NA,H2869///NCI-H2869,NA,NA,NA,H2869,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,pleura,NA,NA,NA,NA,CVCL_V001,H2869_432_2019,H2869,pleura,Pleural biphasic mesothelioma,Cancer cell line,NA,ACH-002135
1502,NCI-H290,NA,NA,NA,NA,NA,NA,NA,H290,H290,NA,NA,H290///NCI-H290,NA,NA,NA,H290,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,pleura,NA,NA,NA,NA,CVCL_A555,H290_433_2019,H290,pleura,Pleural malignant mesothelioma,Cancer cell line,NA,ACH-002136
1503,WM1552C,NA,NA,NA,NA,NA,NA,NA,WM1552C,WM1552C,NA,NA,WM1552C,NA,NA,NA,WM1552C,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,NA,Skin,NA,NA,skin,NA,NA,NA,NA,CVCL_6472,WM1552C_1668_2019,WM1552C,skin,Cutaneous melanoma,Cancer cell line,NA,ACH-002205
1504,PCI-06A,NA,NA,NA,NA,NA,NA,NA,PCI-6A,PCI-6A,NA,NA,PCI-6A,NA,NA,NA,PCI-6A,NA,NA,NA,NA,NA,NA,NA,Head & Neck,NA,NA,NA,NA,NA,Head and Neck,NA,NA,head_and_neck,NA,NA,NA,NA,CVCL_C173,PCI6A_1254_2019,PCI-6A,head_and_neck,Tonsillar squamous cell carcinoma,Cancer cell line,NA,ACH-002298
1505,COR-L321,NA,NA,NA,NA,NA,NA,NA,COR-L321,COR-L321,NA,NA,COR-L321,NA,NA,NA,COR-L321,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_2414,CORL321_248_2019,COR-L321,lung,Lung carcinoma,Cancer cell line,NA,ACH-001490
1506,OACP4 C,NA,NA,NA,NA,NA,NA,NA,OACp4C,OACp4C,NA,NA,OACp4C,NA,NA,NA,OACp4C,NA,NA,NA,NA,NA,NA,NA,Esophagus,NA,NA,NA,NA,NA,Esophagus/Stomach,NA,NA,esophagus,NA,NA,NA,NA,CVCL_1843,OACp4C_1177_2019,OACp4C,oesophagus,Esophageal adenocarcinoma,Cancer cell line,NA,ACH-002292
1507,NCI-H2803,NA,NA,NA,NA,NA,NCI-H2803,NA,H2803,H2803,NA,NA,H2803///NCI-H2803,NA,NA,NCI-H2803,H2803,NA,NA,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,pleura,NA,NA,NA,NA,CVCL_U997,H2803_428_2019,H2803,pleura,Pleural malignant mesothelioma,Cancer cell line,NA,ACH-002131
1508,IOSE-75-16SV40,NA,NA,NA,NA,NA,NA,NA,IOSE-75-16SV40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,Ovary/Fallopian Tube,NA,NA,ovary,NA,NA,NA,NA,CVCL_EQ74,IOSE7516SV40_665_2019,NA,ovary,NA,Transformed cell line,NA,NA
1509,NCI-H2722,NA,NA,NA,NA,NA,NCI-H2722,NA,H2722,H2722,NA,NA,H2722///NCI-H2722,NA,NA,NCI-H2722,H2722,NA,NA,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,pleura,NA,NA,NA,NA,CVCL_U994,H2722_425_2019,H2722,pleura,Pleural malignant mesothelioma,Cancer cell line,NA,ACH-002128
1510,UWB1.289,NA,NA,NA,NA,NA,NA,NA,UWB1.289,UWB1-289,NA,NA,UWB1.289,NA,NA,NA,UWB1.289,NA,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,Ovary/Fallopian Tube,NA,NA,ovary,NA,NA,NA,NA,CVCL_B079,UWB1.289_1650_2019,UWB1.289,ovary,BRCA1 syndrome,Cancer cell line,NA,ACH-001418
1511,NCI-H2810,NA,NA,NA,NA,NA,NCI-H2810,NA,H2810,H2810,NA,NA,H2810///NCI-H2810,NA,NA,NCI-H2810,H2810,NA,NA,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,NA,Pleura,NA,NA,lung,NA,NA,NA,NA,CVCL_U999,H2810_430_2019,H2810,lung,Pleural epithelioid mesothelioma,Cancer cell line,NA,ACH-002133
1512,KTCTL-195,NA,NA,NA,NA,NA,NA,NA,RCC-JW,RCC-JW,NA,NA,RCC-JW,NA,NA,NA,RCC-JW,NA,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,NA,kidney,Kidney,NA,NA,kidney,NA,NA,NA,NA,CVCL_5880,RCCJW_1291_2019,RCC-JW,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-002191
1513,COR-L32,NA,NA,NA,NA,NA,NA,NA,COR-L32,COR-L32,NA,NA,COR-L32,NA,NA,NA,COR-L32,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_2413,CORL32_247_2019,COR-L32,lung,Squamous cell lung carcinoma,Cancer cell line,TRUE,ACH-001489
1514,KON,NA,NA,NA,NA,NA,NA,NA,KON,KON,NA,NA,KON,NA,NA,KON,KON,NA,NA,NA,NA,NA,NA,NA,Head & Neck,NA,NA,NA,NA,upper_aerodigestive_tract,Head and Neck,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,CVCL_3001,KON_778_2019,KON,upper_aerodigestive_tract,Floor of mouth squamous cell carcinoma,Cancer cell line,TRUE,ACH-001542
1515,NCI-H740,NA,NA,NA,NA,NA,NA,NA,NCI-H740,NCI-H740,NA,NA,NCI-H740,NA,NA,NA,NCI-H740,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_1586,NCIH740_1135_2019,NCI-H740,lung,Small cell lung carcinoma,Cancer cell line,TRUE,ACH-002175
1516,CS-1 [Human chondrosarcoma],NA,NA,NA,NA,NA,NA,NA,CS1,CS1,NA,NA,CS1,NA,NA,NA,CS1,NA,NA,NA,NA,NA,NA,NA,Bone,NA,NA,NA,NA,NA,Bone,NA,NA,bone,NA,NA,NA,NA,CVCL_T023,CS1_266_2019,CS1,bone,Chondrosarcoma,Cancer cell line,NA,ACH-002099
1517,NCI-H2373,NA,NA,NA,NA,NA,NCI-H2373,NA,H2373,H2373,NA,NA,H2373,NA,NA,NCI-H2373,H2373,NA,NA,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,lung,NA,NA,NA,NA,CVCL_A533,H2373_421_2019,H2373,lung,Pleural sarcomatoid mesothelioma,Cancer cell line,NA,ACH-002124
1518,NCI-H2731,NA,NA,NA,NA,NA,NA,NA,H2731,H2731,NA,NA,H2731///NCI-H2731,NA,NA,NA,H2731,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,Pleura,NA,NA,lung,NA,NA,NA,NA,CVCL_U995,H2731_426_2019,H2731,lung,Pleural sarcomatoid mesothelioma,Cancer cell line,NA,ACH-002129
1519,VL51,NA,NA,NA,NA,NA,NA,NA,SLVL,SLVL,NA,NA,SLVL,NA,NA,NA,SLVL,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_3169,SLVL_1427_2019,SLVL,haematopoietic_and_lymphoid_tissue,Splenic lymphoma with circulating villous lymphocytes,Cancer cell line,NA,ACH-002062
1520,IOSE-364,NA,NA,NA,NA,NA,NA,NA,IOSE-364-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ovary,NA,NA,NA,NA,NA,Ovary/Fallopian Tube,NA,NA,ovary,NA,NA,NA,NA,CVCL_5540,IOSE364_662_2019,NA,ovary,NA,Transformed cell line,NA,NA
1521,Hs 633.T,NA,NA,NA,NA,NA,NA,NA,Hs-633T,Hs633T,NA,NA,Hs-633T,NA,NA,NA,Hs633T,NA,NA,NA,NA,NA,NA,NA,Misc,NA,NA,NA,NA,NA,Soft Tissue,NA,NA,misc,NA,NA,NA,NA,CVCL_0832,Hs633T_615_2019,Hs633T,misc,Fibrosarcoma,Cancer cell line,NA,ACH-002246
1522,SK-GT-2,NA,NA,NA,NA,NA,NA,NA,SK-GT-2,SK-GT-2,NA,NA,SK-GT-2,NA,NA,NA,SK-GT-2,NA,NA,NA,NA,NA,NA,NA,Esophagus,NA,NA,NA,NA,NA,Esophagus/Stomach,NA,NA,esophagus,NA,NA,NA,NA,CVCL_2194,SKGT2_1388_2019,SK-GT-2,oesophagus,Gastric fundus carcinoma,Cancer cell line,NA,ACH-001653
1523,451Lu,NA,NA,NA,NA,NA,NA,NA,451Lu,451Lu,NA,NA,451Lu,NA,NA,NA,451Lu,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,skin,Skin,NA,NA,skin,NA,NA,NA,NA,CVCL_6357,451Lu_17_2019,451Lu,skin,Cutaneous melanoma,Cancer cell line,TRUE,ACH-001002
1524,NCI-H2818,NA,NA,NA,NA,NA,NA,NA,H2818,H2818,NA,NA,H2818///NCI-H2818,NA,NA,NA,H2818,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,pleura,Pleura,NA,NA,pleura,NA,NA,NA,NA,CVCL_V000,H2818_431_2019,H2818,pleura,Pleural epithelioid mesothelioma,Cancer cell line,NA,ACH-002134
1525,Karpas-231,NA,NA,NA,NA,NA,NA,NA,KARPAS-231,KARPAS-231,NA,NA,KARPAS-231,NA,NA,NA,KARPAS-231,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1822,KARPAS231_728_2019,KARPAS-231,haematopoietic_and_lymphoid_tissue,Diffuse large B-cell lymphoma,Cancer cell line,NA,ACH-002255
1526,SK-N-BE(2)-M17,NA,NA,NA,NA,NA,NA,NA,BE2-M17,BE2-M17,NA,NA,BE2-M17,NA,NA,NA,BE2-M17,NA,NA,NA,NA,NA,NA,NA,Brain,NA,NA,NA,NA,autonomic_ganglia,Peripheral Nervous System,NA,NA,autonomic_ganglia,NA,NA,NA,NA,CVCL_0167,BE2M17_85_2019,BE2-M17,autonomic_ganglia,Neuroblastoma,Cancer cell line,TRUE,ACH-002217
1527,WM278,NA,NA,NA,NA,NA,NA,NA,WM278,WM278,NA,NA,WM278,NA,NA,NA,WM278,NA,NA,NA,NA,NA,NA,NA,Skin,NA,NA,NA,NA,skin,Skin,NA,NA,skin,NA,NA,NA,NA,CVCL_6473,WM278_1671_2019,WM278,skin,Melanoma,Cancer cell line,NA,ACH-002206
1528,ROS-50,NA,NA,NA,NA,NA,NA,NA,ROS-50,ROS-50,NA,NA,ROS-50,NA,NA,NA,ROS-50,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1887,ROS50_1323_2019,ROS-50,haematopoietic_and_lymphoid_tissue,Diffuse large B-cell lymphoma,Cancer cell line,NA,ACH-001639
1529,CHSA0011,NA,NA,NA,NA,NA,NA,NA,CHSA0011,CHSA0011,NA,NA,CHSA0011,NA,NA,NA,CHSA0011,NA,NA,NA,NA,NA,NA,NA,Bone,NA,NA,NA,NA,NA,Bone,NA,NA,bone,NA,NA,NA,NA,CVCL_X483,CHSA0011_201_2019,CHSA0011,bone,Chondrosarcoma,Cancer cell line,NA,ACH-002092
1530,PWR-1E,NA,NA,NA,NA,NA,NA,NA,PWR-1E,PWR-1E,NA,NA,PWR-1E,NA,NA,NA,PWR-1E,NA,NA,NA,NA,NA,NA,NA,Prostate,NA,NA,NA,NA,NA,Ovary/Fallopian Tube,NA,NA,prostate,NA,NA,NA,NA,CVCL_3775,PWR1E_1279_2019,PWR-1E,prostate,NA,Transformed cell line,NA,ACH-001383
1531,KYAE-1,NA,NA,NA,NA,NA,NA,NA,KYAE-1,KYAE-1,NA,NA,KYAE-1,NA,NA,NA,KYAE-1,NA,NA,NA,NA,NA,NA,NA,Esophagus,NA,NA,NA,NA,oesophagus,Esophagus/Stomach,NA,NA,oesophagus,NA,NA,NA,NA,CVCL_1825,KYAE1_798_2019,KYAE-1,oesophagus,Esophageal adenocarcinoma,Cancer cell line,TRUE,ACH-001544
1532,OACM5.1 C,NA,NA,NA,NA,NA,NA,NA,OACM5-1,OACM5-1,NA,NA,OACM5-1,NA,NA,NA,OACM5-1,NA,NA,NA,NA,NA,NA,NA,Esophagus,NA,NA,NA,NA,NA,Esophagus/Stomach,NA,NA,esophagus,NA,NA,NA,NA,CVCL_1842,OACM51_1176_2019,OACM5-1,oesophagus,Esophageal adenocarcinoma,Cancer cell line,TRUE,ACH-001368
1533,JSC-1,NA,NA,NA,NA,NA,NA,NA,JSC-1,JSC-1,NA,NA,JSC-1,NA,NA,NA,JSC-1,NA,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,NA,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_3728,JSC1_711_2019,JSC-1,haematopoietic_and_lymphoid_tissue,Primary effusion lymphoma,Cancer cell line,NA,ACH-002253
1534,OSC-19,NA,NA,NA,NA,NA,NA,NA,OSC-19,OSC-19,NA,NA,OSC-19,NA,NA,OSC-19,OSC-19,NA,NA,NA,NA,NA,NA,NA,Head & Neck,NA,NA,NA,NA,upper_aerodigestive_tract,Head and Neck,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,CVCL_3086,OSC19_1205_2019,OSC-19,upper_aerodigestive_tract,Tongue squamous cell carcinoma,Cancer cell line,TRUE,ACH-001625
1535,KTCTL-21,NA,NA,NA,NA,NA,NA,NA,RCC-AB,RCC-AB,NA,NA,RCC-AB,NA,NA,NA,RCC-AB,NA,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,NA,kidney,Kidney,NA,NA,kidney,NA,NA,NA,NA,CVCL_5868,RCCAB_1287_2019,RCC-AB,kidney,Clear cell renal cell carcinoma,Cancer cell line,NA,ACH-002187
1536,SCCH-196,NA,NA,NA,NA,NA,NA,NA,SCCH-196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Misc,NA,NA,NA,NA,bone,Bone,NA,NA,bone,NA,NA,NA,NA,CVCL_3161,SCCH196_1358_2019,NA,bone,Ewing sarcoma,Cancer cell line,NA,NA
1537,NCI-H3122,NA,NCI-H3122,NA,NA,NA,NA,NA,NCI-H3122,NCI-H3122,NA,NA,NCI-H3122,NA,NA,NA,NCI-H3122,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,lung,Lung,NA,NA,lung,NA,NA,NA,NA,CVCL_5160,NCIH3122_1104_2019,NCI-H3122,lung,Lung adenocarcinoma,Cancer cell line,NA,ACH-000337
